"Client","Campaign Name","Sent Date","Total Recipients","Opens","Open Rate","Clicks","Click Rate","CTR","Bounces","Unsubscriptions","Spam Complaints","Tags","Email Format","Time","Subject","Employment Status","Topic","Product Type","Date Entered","MoAf","Day","Covid","Size","Subject Length","Punctuation","lastChar","Duplicate","Techniques"
"Providence / St. Joseph","PHC_Holy_Cross_NonCashAssets_2024-04-30",2024-04-30,688,245,38.52,4,0.63,1.63,52,8,0,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","LCM_Little_Co_Mary_NonCashAssets_2024-04-30",2024-04-30,1327,563,43.71,5,0.39,0.89,39,9,7,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","PSJ_Saint_Joseph_Fnd_NonCashAssets_2024-04-30",2024-04-30,1619,680,44.39,6,0.39,0.88,87,11,2,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","PTZ_Tarzana_YE_NonCashAssets_2024-04-30",2024-04-30,716,296,44.78,3,0.45,1.01,55,4,0,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","PVH_Petaluma_NonCashAssets_2024-04-30",2024-04-30,286,116,43.12,1,0.37,0.86,17,3,0,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","QVH_Queen_Valley_NonCashAssets_2024-04-30",2024-04-30,358,166,46.5,2,0.56,1.2,1,2,0,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","RMF_Redwood_NonCashAssets_2024-04-30",2024-04-30,125,46,42.59,2,1.85,4.35,17,2,0,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","SJE_St_Jo_Hosp_Fnd_Eureka_NonCashAssets_2024-04-30",2024-04-30,233,86,43.65,1,0.51,1.16,36,4,0,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","STJ_St_Jude_NonCashAssets_2024-04-30",2024-04-30,3707,1325,37.4,15,0.42,1.13,164,48,12,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","STM_St_Mary_NonCashAssets_2024-04-30",2024-04-30,366,105,31.16,2,0.59,1.9,29,3,0,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","MIS_Mission_NonCashAssets_2024-04-30",2024-04-30,2523,918,40.02,22,0.96,2.4,229,21,4,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","SJO_St_Joseph_Hosp_Fnd_NonCashAssets_2024-04-30",2024-04-30,2027,642,35.91,11,0.62,1.71,239,13,4,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","SRF_Santa_Rosa_NonCashAssets_2024-04-30",2024-04-30,709,296,45.19,3,0.46,1.01,54,10,1,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Providence / St. Joseph","TCF_TrinityCare_NonCashAssets_2024-04-30",2024-04-30,625,277,46.63,4,0.67,1.44,31,19,2,"2024",NA,NA,"Your generosity benefits our community.","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","Period","No","No"
"Second Presbyterian","2nd Pres Visions 2023-03-21",2023-03-28,1134,722,64.35,9,0.8,1.25,12,11,2,NA,NA,NA,"Planning Options for Your Stage in Life","Active","Life Stages","Visions",NA,NA,"Tuesday","Post-COVID","Small",39,"No","No Punctuation","No","No"
"Second Presbyterian","2nd Pres Visions 2023-06-20",2023-06-20,1423,775,55.52,20,1.43,2.58,27,5,3,NA,NA,NA,"Taxes and Charitable Giving","Active","SECURE 2.0","Visions",NA,NA,"Tuesday","Post-COVID","Small",27,"No","No Punctuation","No","No"
"Second Presbyterian","2nd Pres Visions 2023-10-25",2023-10-25,1085,662,61.47,10,0.93,1.51,8,2,0,NA,NA,NA,"Tips for Strategic Giving","Active","Year-End","Visions",NA,NA,"Wednesday","Post-COVID","Small",25,"No","No Punctuation","No","No"
"Second Presbyterian","2nd Pres CGA Postcard 2023-11-03",2023-11-03,1079,650,60.52,15,1.4,2.31,5,6,0,NA,NA,NA,"Announcing a new way to fortify the future: YOURS and OURS","Active","Annuities","Donor-Centric
Postcard",NA,NA,"Friday","Post-COVID","Small",58,"Yes","No Punctuation","No","No"
"Second Presbyterian","2nd Pres Visions 2024-03-21",2024-04-10,814,477,59.25,6,0.75,1.26,9,3,0,NA,NA,NA,"Your will. Your gift. Your way.","Active","Wills","Visions",NA,NA,"Wednesday","Post-COVID","Small",31,"Yes","Period","No","No"
"UC San Diego e-Tech","UCSD_e-Tech_2Q22",2022-05-10,539,49,11.09,5,1.13,10.2,97,4,0,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_2Q22_Reblast",2022-05-24,427,76,19.19,3,0.76,3.95,31,8,0,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_3Q22 (1 of 4)",2022-08-16,471,174,39.64,9,2.05,5.17,32,7,1,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Trusts","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_4Q22 (2 of 4)",2022-11-17,460,162,38.21,7,1.65,4.32,36,4,0,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_1Q23 (3 of 4)",2023-02-23,668,225,40.47,19,3.42,8.44,112,5,1,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Life Stages","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_2Q23 (4 of 4)",2023-05-09,618,238,41.98,21,3.7,8.82,51,5,1,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","SECURE 2.0","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_3Q23 (1 of 4)",2023-08-17,610,236,42.52,19,3.42,8.05,55,10,2,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Business Interests","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_4Q23 (2 of 4)",2023-10-17,590,188,35.21,23,4.31,12.23,56,2,1,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_1Q24 (3 of 4)",2024-02-20,581,248,46.27,78,14.55,31.45,45,4,0,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","TCJA","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_2Q24 (4 of 4)",2024-05-07,571,211,39.96,70,13.26,33.18,43,1,0,NA,NA,NA,"UC San Diego Presents: Philanthropy News for Advisors","Active","Life Income Gifts","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UMass","UMass Boston YE 2022-10-18",2022-10-18,3747,1607,44.11,14,0.38,0.87,104,58,14,NA,NA,NA,"Simple steps. Sure results.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",27,"Yes","Period","No","No"
"UMass","UMass Chan YE 2022-10-18",2022-10-18,3581,1444,48.46,31,1.04,2.15,601,46,13,NA,NA,NA,"Simple steps. Inspiring Impact.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",31,"Yes","Period","No","No"
"UMass","UMass Dartmouth YE 2022-10-18",2022-10-18,3918,1354,37.06,16,0.44,1.18,264,42,19,NA,NA,NA,"Simple steps. Sure results.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",27,"Yes","Period","No","No"
"UMass","UMass Lowell YE 2022-10-18",2022-10-18,4914,1895,39.28,40,0.83,2.11,90,41,34,NA,NA,NA,"Simple steps. Sure results.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",27,"Yes","Period","No","No"
"UMass","UMass Boston Tax Time 2023-03-30",2023-03-30,3615,1386,38.85,13,0.36,0.94,47,15,5,NA,NA,NA,"Make helping others a priority","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",30,"No","No Punctuation","No","No"
"UMass","UMass Chan Tax Time 2023-03-30",2023-03-30,3363,1418,43.36,27,0.83,1.9,93,28,7,NA,NA,NA,"Make helping others a priority","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",30,"No","No Punctuation","No","No"
"UMass","UMass Dartmouth Tax Time 2023-03-30",2023-03-30,3923,1123,29.31,13,0.34,1.16,91,30,6,NA,NA,NA,"Make helping others a priority","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",30,"No","No Punctuation","No","No"
"UMass","UMass Lowell Tax Time 2023-03-30",2023-03-30,4704,1502,32.48,39,0.84,2.6,80,22,6,NA,NA,NA,"Make helping others a priority","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",30,"No","No Punctuation","No","No"
"UMass","UMass Dartmouth Will Guide 2023-07-06",2023-07-06,3732,1395,38.15,21,0.57,1.51,75,20,4,NA,NA,NA,"Shape your legacy with a gift in your will.","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",43,"Yes","Period","No","No"
"UMass","UMass Boston Will Guide 2023-07-06",2023-07-06,3582,1606,45.38,18,0.51,1.12,43,37,4,NA,NA,NA,"Shape your legacy with a gift in your will.","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",43,"Yes","Period","No","No"
"UMass","UMass Chan Will Guide 2023-07-06",2023-07-06,2453,1121,47.12,18,0.76,1.61,74,17,2,NA,NA,NA,"Shape your legacy with a gift in your will.","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",43,"Yes","Period","No","No"
"UMass","UMass Lowell Will Guide 2023-07-06",2023-07-06,4637,1975,43.08,51,1.11,2.58,53,33,7,NA,NA,NA,"Shape your legacy with a gift in your will.","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",43,"Yes","Period","No","No"
"UMass","UMass Boston Appr Stock 2023-09-19",2023-09-26,4133,1562,38.53,17,0.42,1.09,79,15,7,NA,NA,NA,"Make a Tax-Wise Gift of Appreciated Stock Today","Active","Stock","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",47,"Yes","No Punctuation","No","No"
"UMass","UMass Dartmouth Appr Stock 2023-09-19",2023-09-26,3767,820,22.22,16,0.43,1.95,77,21,5,NA,NA,NA,"Make a Tax-Wise Gift of Appreciated Stock Today","Active","Stock","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",47,"Yes","No Punctuation","No","No"
"UMass","UMass Lowell Appr Stock 2023-09-19",2023-09-26,3878,1274,33.19,40,1.04,3.14,40,15,5,NA,NA,NA,"Make a Tax-Wise Gift of Appreciated Stock Today","Active","Stock","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",47,"Yes","No Punctuation","No","No"
"UMass","UMass Chan Appr Stock 2023-09-19",2023-09-26,3273,1401,43.43,35,1.08,2.5,47,30,2,NA,NA,NA,"Make a Tax-Wise Gift of Appreciated Stock Today","Active","Stock","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",47,"Yes","No Punctuation","No","No"
"UMass","UMass Techniques 4Q23",2023-11-07,334,141,46.38,94,30.92,66.67,30,4,0,NA,NA,NA,"UMass Techniques: Opportunities and Pitfalls","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",44,"Yes","No Punctuation","No","Yes"
"UMass","UMass Boston Year End 2023-11-30",2023-12-06,4081,1665,41.22,159,3.94,9.55,42,10,4,NA,NA,NA,"It's the perfect time to make an impact!","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",40,"Yes","Exclamation","No","No"
"UMass","UMass Lowell Year End 2023-11-30",2023-12-06,3847,1483,38.93,59,1.55,3.98,38,15,6,NA,NA,NA,"It's the perfect time to make an impact!","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",40,"Yes","Exclamation","No","No"
"UMass","UMass Chan Year End 2023-11-30",2023-12-06,3211,1242,39.09,89,2.8,7.17,34,15,5,NA,NA,NA,"It's the perfect time to make an impact!","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",40,"Yes","Exclamation","No","No"
"UMass","UMass Dartmouth Year End 2023-11-30",2023-12-06,3713,1208,33.07,21,0.57,1.74,60,15,6,NA,NA,NA,"It's the perfect time to make an impact!","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",40,"Yes","Exclamation","No","No"
"UMass","UMass Techniques 1Q24",2024-03-01,364,153,44.87,77,22.58,50.33,23,2,0,NA,NA,NA,"UMass Techniques: The Sunset of TCJA Provisions","Active","TCJA","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Large",47,"Yes","No Punctuation","No","Yes"
"UMass","UMass Boston Tax Time 2024-03",2024-03-25,4890,1763,37.15,9,0.19,0.51,144,28,6,"Tax Time",NA,NA,"Maximize Your Impact. Minimize Your Taxes.","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Monday","Post-COVID","Large",42,"Yes","Period","No","No"
"UMass","UMass Chan Tax Time 2024-03",2024-03-25,2433,1180,49.17,27,1.12,2.29,33,18,5,"Tax Time",NA,NA,"Maximize Your Impact. Minimize Your Taxes.","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Monday","Post-COVID","Large",42,"Yes","Period","No","No"
"UMass","UMass Dartmouth Tax Time 2024-03",2024-03-25,3850,1377,36.81,25,0.67,1.82,109,35,4,"Tax Time",NA,NA,"Maximize Your Impact. Minimize Your Taxes.","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Monday","Post-COVID","Large",42,"Yes","Period","No","No"
"UMass","UMass Lowell Tax Time 2024-03",2024-03-25,5476,2244,41.94,49,0.92,2.18,125,48,10,"Tax Time",NA,NA,"Maximize Your Impact. Minimize Your Taxes.","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Monday","Post-COVID","Large",42,"Yes","Period","No","No"
"UMass","UMass Techniques 2Q24",2024-05-31,353,148,45.4,76,23.31,51.35,27,3,0,NA,NA,NA,"UMass Techniques: Exploring Differences in Life Income Gifts","Active","Life Income Gifts","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Large",60,"Yes","No Punctuation","No","Yes"
"UNC Chapel Hill","UNC e-Tech 1Q2018 1 of 2",2018-01-30,243,61,32.97,17,9.19,27.87,58,1,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Trusts","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 1Q2018 2 of 2",2018-05-01,249,78,36.45,28,13.08,35.9,35,2,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","TCJA","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 3Q2018 1 of 4",2018-08-28,242,61,28.24,14,6.48,22.95,26,0,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Real Estate","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 4Q2018 2 of 4",2018-11-01,242,66,30.41,9,4.15,13.64,25,0,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 1Q2019 3 of 4",2019-02-15,251,68,30.36,20,8.93,29.41,27,1,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","DAF","Professional
Advisor
Newsletter",NA,NA,"Friday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 2Q2019 4 of 4",2019-05-01,216,54,26.21,13,6.31,24.07,10,1,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Annuities","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 3Q2019 (1 of 4)",2019-07-22,210,57,28.36,18,8.96,31.58,9,6,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Revokable Gifts","Professional
Advisor
Newsletter",NA,NA,"Monday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 4Q2019 (2 of 4)",2019-11-20,221,46,21.9,14,6.67,30.43,11,1,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 1Q2020 (3 of 4)",2020-02-13,234,38,17.19,10,4.52,26.32,13,1,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 2Q2020 (4 of 4)",2020-05-04,231,50,22.62,11,4.98,22,10,2,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Monday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 3Q2020 (1 of 4)",2020-07-20,228,40,18.43,7,3.23,17.5,11,0,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Bargain Sales","Professional
Advisor
Newsletter",NA,NA,"Monday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 4Q2020 (2 of 4)",2020-10-20,229,43,20.28,10,4.72,23.26,17,0,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 1Q2021 (3 of 4)",2021-02-11,229,39,18.31,9,4.23,23.08,16,0,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC e-Tech 2Q2021 (4 of 4)",2021-04-29,228,39,18.48,19,9,48.72,17,6,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Retirement Assets","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC_e-Tech_3Q2021_1_of_4",2021-09-09,216,36,17.91,13,6.47,36.11,15,4,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","TCJA","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC_e-Tech_4Q2021_2_of_4",2021-10-19,216,33,16.34,9,4.46,27.27,14,1,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Stock","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC_e-Tech_1Q2022_3_of_4",2022-02-17,213,38,19.49,12,6.15,31.58,18,0,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Cryptocurrency","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC_e-Tech_2Q2022_4_of_4",2022-05-24,210,50,25.91,15,7.77,30,17,1,0,NA,NA,NA,"UNC-Chapel Hill e-Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",39,"Yes","No Punctuation","Yes","Yes"
